0 0 1 34    47 08 
0 0 1 35    48 08 
0 0 1 36    46 07 
0 0 1 37    49 07 
0 0 1 38    46 06 
0 0 1 39    49 06 
0 0 1 40    46 05 
0 0 1 41    49 05 
0 0 1 42    46 04 
0 0 1 43    49 04 
0 0 1 44    46 03 
0 0 1 45    49 03 
0 0 1 46    46 02 
0 0 1 47    49 02 
0 0 1 48    47 07 
0 0 1 49    48 07 
0 0 1 50    46 01 
0 0 1 51    49 01 
0 0 1 52    47 01 
0 0 1 53    48 01 
0 0 1 54    47 02 
0 0 1 55    48 02 
0 0 1 56    47 06 
0 0 1 57    48 06 
0 0 1 58    47 03 
0 0 1 59    48 03 
0 0 1 60    47 04 
0 0 1 61    48 04 
0 0 1 62    47 05 
0 0 1 63    48 05 
0 0 2 00    50 13 
0 0 2 01    51 13 
0 0 2 02    54 11 
0 0 2 03    55 11 
0 0 2 04    57 10 
0 0 2 05    58 10 
0 0 2 06    55 10 
0 0 2 07    56 10 
0 0 2 08    50 12 
0 0 2 09    51 12 
0 0 2 10    54 10 
0 0 2 11    52 12 
0 0 2 12    57 09 
0 0 2 13    53 11 
0 0 2 14    55 09 
0 0 2 15    56 09 
0 0 2 16    52 11 
0 0 2 17    54 09 
0 0 2 18    50 11 
0 0 2 19    51 11 
0 0 2 20    56 08 
0 0 2 21    57 08 
0 0 2 22    54 08 
0 0 2 23    55 08 
0 0 2 24    55 07 
0 0 2 25    56 07 
0 0 2 26    52 10 
0 0 2 27    54 07 
0 0 2 28    53 09 
0 0 2 29    53 10 
0 0 2 30    50 10 
0 0 2 31    51 10 
0 0 2 32    53 07 
0 0 2 33    53 08 
0 0 2 34    55 06 
0 0 2 35    56 06 
0 0 2 36    53 06 
0 0 2 37    54 06 
0 0 2 38    54 05 
0 0 2 39    55 05 
0 0 2 40    50 09 
0 0 2 41    51 09 
0 0 2 42    52 09 
0 0 2 43    53 05 
0 0 2 44    54 04 
0 0 2 45    55 04 
0 0 2 46    52 08 
0 0 2 47    53 04 
0 0 2 48    54 03 
0 0 2 49    52 07 
0 0 2 50    52 01 
0 0 2 51    51 08 
0 0 2 52    50 08 
0 0 2 53    52 06 
0 0 2 54    52 02 
0 0 2 55    52 05 
0 0 2 56    52 03 
0 0 2 57    53 03 
0 0 2 58    52 04 
0 0 2 59    53 02 
0 0 2 60    51 06 
0 0 2 61    53 01 
0 0 2 62    50 07 
0 0 2 63    51 07 
0 0 3 00    47 16 
0 0 3 01    46 16 
0 0 3 02    47 15 
0 0 3 03    47 14 
0 0 3 04    47 13 
0 0 3 05    47 12 
0 0 3 06    45 17 
0 0 3 07    45 16 
0 0 3 08    46 15 
0 0 3 09    46 14 
0 0 3 10    46 13 
0 0 3 11    46 12 
0 0 3 12    46 11 
0 0 3 13    45 15 
0 0 3 14    45 14 
0 0 3 15    44 14 
0 0 3 16    44 15 
0 0 3 17    44 16 
0 0 3 18    42 12 
0 0 3 19    43 13 
0 0 3 20    43 14 
0 0 3 21    43 15 
0 0 3 22    42 13 
0 0 3 23    42 14 
0 0 3 24    42 15 
0 0 3 25    40 12 
0 0 3 26    43 17 
0 0 3 27    43 16 
0 0 3 28    36 11 
0 0 3 29    37 11 
0 0 3 30    38 11 
0 0 3 31    39 11 
0 0 3 32    41 12 
0 0 3 33    42 16 
0 0 3 34    41 14 
0 0 3 35    41 13 
0 0 3 36    36 12 
0 0 3 37    41 15 
0 0 3 38    38 12 
0 0 3 39    37 12 
0 0 3 40    40 13 
0 0 3 41    39 12 
0 0 3 42    38 13 
0 0 3 43    39 13 
0 0 3 44    36 13 
0 0 3 45    37 13 
0 0 3 46    41 16 
0 0 3 47    35 13 
0 0 3 48    39 14 
0 0 3 49    40 14 
0 0 3 50    37 14 
0 0 3 51    38 14 
0 0 3 52    35 14 
0 0 3 53    36 14 
0 0 3 54    40 15 
0 0 3 55    40 16 
0 0 3 56    38 15 
0 0 3 57    39 15 
0 0 3 58    36 15 
0 0 3 59    37 15 
0 0 3 60    34 15 
0 0 3 61    35 15 
0 0 3 62    34 16 
0 0 3 63    39 16 
0 0 4 00    56 17 
0 0 4 01    56 16 
0 0 4 02    55 16 
0 0 4 03    61 15 
0 0 4 04    60 15 
0 0 4 05    59 15 
0 0 4 06    58 15 
0 0 4 07    57 15 
0 0 4 08    56 15 
0 0 4 09    60 14 
0 0 4 10    59 14 
0 0 4 11    58 14 
0 0 4 12    55 15 
0 0 4 13    57 14 
0 0 4 14    56 14 
0 0 4 15    55 14 
0 0 4 16    54 16 
0 0 4 17    60 13 
0 0 4 18    59 13 
0 0 4 19    58 13 
0 0 4 20    57 13 
0 0 4 21    56 13 
0 0 4 22    55 13 
0 0 4 23    56 12 
0 0 4 24    57 12 
0 0 4 25    58 12 
0 0 4 26    59 12 
0 0 4 27    54 15 
0 0 4 28    54 14 
0 0 4 29    54 13 
0 0 4 30    54 12 
0 0 4 31    53 16 
0 0 4 32    57 11 
0 0 4 33    56 11 
0 0 4 34    59 11 
0 0 4 35    58 11 
0 0 4 36    52 17 
0 0 4 37    52 16 
0 0 4 38    53 15 
0 0 4 39    55 12 
0 0 4 40    53 13 
0 0 4 41    53 14 
0 0 4 42    52 14 
0 0 4 43    52 15 
0 0 4 44    53 12 
0 0 4 45    52 13 
0 0 4 46    51 15 
0 0 4 47    51 16 
0 0 4 48    50 14 
0 0 4 49    51 14 
0 0 4 50    49 11 
0 0 4 51    50 15 
0 0 4 52    49 13 
0 0 4 53    49 12 
0 0 4 54    49 15 
0 0 4 55    49 14 
0 0 4 56    50 17 
0 0 4 57    50 16 
0 0 4 58    48 13 
0 0 4 59    48 12 
0 0 4 60    48 15 
0 0 4 61    48 14 
0 0 4 62    48 16 
0 0 4 63    49 16 
0 1 0 00    45 20 
0 1 0 01    45 19 
0 1 0 02    46 19 
0 1 0 03    47 19 
0 1 0 04    44 20 
0 1 0 05    44 19 
0 1 0 06    47 18 
0 1 0 07    46 18 
0 1 0 08    45 18 
0 1 0 09    47 17 
0 1 0 10    46 17 
0 1 0 11    44 18 
0 1 0 12    44 17 
0 1 0 13    43 18 
0 1 0 14    43 20 
0 1 0 15    43 19 
0 1 0 16    42 20 
0 1 0 17    42 17 
0 1 0 18    42 18 
0 1 0 19    42 19 
0 1 0 20    40 17 
0 1 0 21    41 17 
0 1 0 22    38 16 
0 1 0 23    41 18 
0 1 0 24    38 17 
0 1 0 25    39 17 
0 1 0 26    37 17 
0 1 0 27    37 16 
0 1 0 28    36 17 
0 1 0 29    36 16 
0 1 0 30    35 17 
0 1 0 31    35 16 
0 1 0 32    33 17 
0 1 0 33    34 17 
0 1 0 34    41 20 
0 1 0 35    41 19 
0 1 0 36    39 18 
0 1 0 37    40 18 
0 1 0 38    37 18 
0 1 0 39    38 18 
0 1 0 40    35 18 
0 1 0 41    36 18 
0 1 0 42    33 18 
0 1 0 43    34 18 
0 1 0 44    40 20 
0 1 0 45    32 18 
0 1 0 46    31 20 
0 1 0 47    40 19 
0 1 0 48    33 20 
0 1 0 49    32 20 
0 1 0 50    35 20 
0 1 0 51    34 20 
0 1 0 52    37 20 
0 1 0 53    36 20 
0 1 0 54    39 20 
0 1 0 55    39 19 
0 1 0 56    33 19 
0 1 0 57    32 19 
0 1 0 58    35 19 
0 1 0 59    34 19 
0 1 0 60    37 19 
0 1 0 61    36 19 
0 1 0 62    38 20 
0 1 0 63    38 19 
0 1 1 00    57 20 
0 1 1 01    57 19 
0 1 1 02    58 19 
0 1 1 03    59 19 
0 1 1 04    60 19 
0 1 1 05    61 19 
0 1 1 06    62 19 
0 1 1 07    63 19 
0 1 1 08    58 20 
0 1 1 09    59 20 
0 1 1 10    60 20 
0 1 1 11    56 19 
0 1 1 12    56 20 
0 1 1 13    61 20 
0 1 1 14    62 20 
0 1 1 15    63 20 
0 1 1 16    64 20 
0 1 1 17    63 18 
0 1 1 18    62 18 
0 1 1 19    61 18 
0 1 1 20    60 18 
0 1 1 21    59 18 
0 1 1 22    58 18 
0 1 1 23    55 19 
0 1 1 24    55 20 
0 1 1 25    57 18 
0 1 1 26    56 18 
0 1 1 27    55 18 
0 1 1 28    62 17 
0 1 1 29    61 17 
0 1 1 30    61 16 
0 1 1 31    60 17 
0 1 1 32    60 16 
0 1 1 33    54 19 
0 1 1 34    54 20 
0 1 1 35    54 18 
0 1 1 36    59 17 
0 1 1 37    59 16 
0 1 1 38    58 16 
0 1 1 39    58 17 
0 1 1 40    57 17 
0 1 1 41    57 16 
0 1 1 42    55 17 
0 1 1 43    53 18 
0 1 1 44    53 19 
0 1 1 45    54 17 
0 1 1 46    53 17 
0 1 1 47    52 18 
0 1 1 48    53 20 
0 1 1 49    52 19 
0 1 1 50    52 20 
0 1 1 51    51 17 
0 1 1 52    50 18 
0 1 1 53    51 18 
0 1 1 54    49 17 
0 1 1 55    49 18 
0 1 1 56    48 18 
0 1 1 57    48 17 
0 1 1 58    49 19 
0 1 1 59    48 19 
0 1 1 60    50 20 
0 1 1 61    50 19 
0 1 1 62    51 20 
0 1 1 63    51 19 
0 1 2 00    43 23 
0 1 2 01    43 22 
0 1 2 02    46 22 
0 1 2 03    45 22 
0 1 2 04    44 22 
0 1 2 05    42 22 
0 1 2 06    42 23 
0 1 2 07    42 21 
0 1 2 08    43 21 
0 1 2 09    44 21 
0 1 2 10    45 21 
0 1 2 11    46 21 
0 1 2 12    47 21 
0 1 2 13    46 20 
0 1 2 14    42 24 
0 1 2 15    47 20 
0 1 2 16    41 23 
0 1 2 17    41 22 
0 1 2 18    41 24 
0 1 2 19    41 21 
0 1 2 20    40 24 
0 1 2 21    39 24 
0 1 2 22    38 24 
0 1 2 23    40 21 
0 1 2 24    40 23 
0 1 2 25    40 22 
0 1 2 26    38 21 
0 1 2 27    39 21 
0 1 2 28    36 21 
0 1 2 29    37 21 
0 1 2 30    39 23 
0 1 2 31    35 21 
0 1 2 32    33 21 
0 1 2 33    34 21 
0 1 2 34    31 21 
0 1 2 35    32 21 
0 1 2 36    29 24 
0 1 2 37    39 22 
0 1 2 38    31 24 
0 1 2 39    30 24 
0 1 2 40    33 24 
0 1 2 41    32 24 
0 1 2 42    35 24 
0 1 2 43    34 24 
0 1 2 44    37 24 
0 1 2 45    36 24 
0 1 2 46    38 23 
0 1 2 47    38 22 
0 1 2 48    34 22 
0 1 2 49    35 22 
0 1 2 50    32 22 
0 1 2 51    33 22 
0 1 2 52    37 23 
0 1 2 53    37 22 
0 1 2 54    30 22 
0 1 2 55    31 22 
0 1 2 56    31 23 
0 1 2 57    30 23 
0 1 2 58    33 23 
0 1 2 59    32 23 
0 1 2 60    35 23 
0 1 2 61    34 23 
0 1 2 62    36 23 
0 1 2 63    36 22 
0 1 3 00    59 23 
0 1 3 01    59 22 
0 1 3 02    60 23 
0 1 3 03    60 22 
0 1 3 04    61 23 
0 1 3 05    61 22 
0 1 3 06    62 23 
0 1 3 07    62 22 
0 1 3 08    63 23 
0 1 3 09    63 22 
0 1 3 10    58 23 
0 1 3 11    58 22 
0 1 3 12    64 23 
0 1 3 13    64 22 
0 1 3 14    65 23 
0 1 3 15    65 22 
0 1 3 16    58 24 
0 1 3 17    58 21 
0 1 3 18    57 24 
0 1 3 19    59 21 
0 1 3 20    57 23 
0 1 3 21    57 22 
0 1 3 22    59 24 
0 1 3 23    60 21 
0 1 3 24    60 24 
0 1 3 25    61 21 
0 1 3 26    61 24 
0 1 3 27    62 21 
0 1 3 28    62 24 
0 1 3 29    63 21 
0 1 3 30    56 24 
0 1 3 31    64 21 
0 1 3 32    56 23 
0 1 3 33    56 22 
0 1 3 34    63 24 
0 1 3 35    57 21 
0 1 3 36    64 24 
0 1 3 37    56 21 
0 1 3 38    65 24 
0 1 3 39    55 22 
0 1 3 40    66 24 
0 1 3 41    55 21 
0 1 3 42    55 23 
0 1 3 43    54 21 
0 1 3 44    55 24 
0 1 3 45    53 21 
0 1 3 46    54 23 
0 1 3 47    54 22 
0 1 3 48    54 24 
0 1 3 49    52 21 
0 1 3 50    50 21 
0 1 3 51    51 21 
0 1 3 52    49 21 
0 1 3 53    49 20 
0 1 3 54    48 21 
0 1 3 55    48 20 
0 1 3 56    53 24 
0 1 3 57    49 22 
0 1 3 58    51 22 
0 1 3 59    50 22 
0 1 3 60    53 23 
0 1 3 61    53 22 
0 1 3 62    52 23 
0 1 3 63    52 22 
0 1 4 00    51 26 
0 1 4 01    51 25 
0 1 4 02    52 26 
0 1 4 03    52 25 
0 1 4 04    53 26 
0 1 4 05    53 25 
0 1 4 06    50 26 
0 1 4 07    50 25 
0 1 4 08    53 27 
0 1 4 09    50 24 
0 1 4 10    52 28 
0 1 4 11    51 24 
0 1 4 12    52 27 
0 1 4 13    52 24 
0 1 4 14    51 27 
0 1 4 15    49 25 
0 1 4 16    50 27 
0 1 4 17    49 24 
0 1 4 18    49 26 
0 1 4 19    51 23 
0 1 4 20    49 27 
0 1 4 21    50 23 
0 1 4 23    49 23 
0 1 4 24    48 27 
0 1 4 25    48 25 
0 1 4 26    48 26 
0 1 4 27    48 24 
0 1 4 28    48 23 
0 1 4 29    48 22 
0 1 4 34    47 23 
0 1 4 35    47 22 
0 1 4 36    47 26 
0 1 4 37    47 24 
0 1 4 38    47 27 
0 1 4 39    47 25 
0 1 4 41    46 23 
0 1 4 42    46 27 
0 1 4 43    45 23 
0 1 4 44    46 26 
0 1 4 45    44 23 
0 1 4 46    45 27 
0 1 4 47    46 24 
0 1 4 48    44 27 
0 1 4 49    46 25 
0 1 4 50    43 27 
0 1 4 51    43 24 
0 1 4 52    43 28 
0 1 4 53    44 24 
0 1 4 54    42 27 
0 1 4 55    45 24 
0 1 4 56    45 26 
0 1 4 57    45 25 
0 1 4 58    42 26 
0 1 4 59    42 25 
0 1 4 60    43 26 
0 1 4 61    43 25 
0 1 4 62    44 26 
0 1 4 63    44 25 
0 2 0 00    41 27 
0 2 0 01    41 26 
0 2 0 02    42 28 
0 2 0 03    41 25 
0 2 0 04    41 28 
0 2 0 05    40 25 
0 2 0 06    40 27 
0 2 0 07    40 26 
0 2 0 08    40 28 
0 2 0 12    39 28 
0 2 0 13    39 25 
0 2 0 14    39 27 
0 2 0 15    39 26 
0 2 0 20    38 28 
0 2 0 21    38 25 
0 2 0 22    38 27 
0 2 0 23    38 26 
0 2 0 24    36 25 
0 2 0 25    37 25 
0 2 0 26    34 25 
0 2 0 27    35 25 
0 2 0 28    32 25 
0 2 0 29    33 25 
0 2 0 30    30 25 
0 2 0 31    31 25 
0 2 0 32    37 28 
0 2 0 33    29 25 
0 2 0 34    37 27 
0 2 0 35    28 25 
0 2 0 36    36 28 
0 2 0 37    37 26 
0 2 0 38    30 28 
0 2 0 39    29 28 
0 2 0 40    32 28 
0 2 0 41    31 28 
0 2 0 42    34 28 
0 2 0 43    33 28 
0 2 0 44    36 27 
0 2 0 45    35 28 
0 2 0 46    28 26 
0 2 0 47    36 26 
0 2 0 48    30 26 
0 2 0 49    29 26 
0 2 0 50    32 26 
0 2 0 51    31 26 
0 2 0 52    35 27 
0 2 0 53    33 26 
0 2 0 54    27 27 
0 2 0 55    35 26 
0 2 0 56    29 27 
0 2 0 57    28 27 
0 2 0 58    31 27 
0 2 0 59    30 27 
0 2 0 60    33 27 
0 2 0 61    32 27 
0 2 0 62    34 27 
0 2 0 63    34 26 
0 2 1 00    61 27 
0 2 1 01    61 26 
0 2 1 02    63 27 
0 2 1 03    62 27 
0 2 1 04    65 27 
0 2 1 05    64 27 
0 2 1 06    67 27 
0 2 1 07    66 27 
0 2 1 08    60 26 
0 2 1 09    68 27 
0 2 1 10    60 27 
0 2 1 11    62 26 
0 2 1 12    64 26 
0 2 1 13    63 26 
0 2 1 14    66 26 
0 2 1 15    65 26 
0 2 1 16    68 28 
0 2 1 17    67 26 
0 2 1 18    66 28 
0 2 1 19    67 28 
0 2 1 20    59 27 
0 2 1 21    65 28 
0 2 1 22    59 28 
0 2 1 23    59 26 
0 2 1 24    63 28 
0 2 1 25    64 28 
0 2 1 26    61 28 
0 2 1 27    62 28 
0 2 1 28    58 28 
0 2 1 29    60 28 
0 2 1 30    58 27 
0 2 1 31    58 26 
0 2 1 32    60 25 
0 2 1 33    59 25 
0 2 1 34    62 25 
0 2 1 35    61 25 
0 2 1 36    64 25 
0 2 1 37    63 25 
0 2 1 38    66 25 
0 2 1 39    65 25 
0 2 1 40    57 27 
0 2 1 41    67 25 
0 2 1 43    57 26 
0 2 1 45    58 25 
0 2 1 47    57 25 
0 2 1 49    56 25 
0 2 1 50    56 27 
0 2 1 51    56 26 
0 2 1 54    55 28 
0 2 1 56    54 28 
0 2 1 57    55 25 
0 2 1 58    55 27 
0 2 1 59    55 26 
0 2 1 60    53 28 
0 2 1 61    54 25 
0 2 1 62    54 27 
0 2 1 63    54 26 
0 2 2 00    40 30 
0 2 2 01    40 29 
0 2 2 02    40 32 
0 2 2 03    40 31 
0 2 2 04    39 31 
0 2 2 05    39 32 
0 2 2 06    39 30 
0 2 2 07    39 29 
0 2 2 08    29 32 
0 2 2 09    38 29 
0 2 2 10    38 32 
0 2 2 11    30 32 
0 2 2 12    38 30 
0 2 2 13    38 31 
0 2 2 14    32 32 
0 2 2 15    31 32 
0 2 2 16    34 32 
0 2 2 17    33 32 
0 2 2 18    36 32 
0 2 2 19    35 32 
0 2 2 20    37 31 
0 2 2 21    37 32 
0 2 2 22    37 30 
0 2 2 23    37 29 
0 2 2 24    27 32 
0 2 2 25    28 32 
0 2 2 26    25 32 
0 2 2 27    26 32 
0 2 2 28    35 31 
0 2 2 29    34 31 
0 2 2 30    36 31 
0 2 2 31    33 31 
0 2 2 32    36 30 
0 2 2 33    36 29 
0 2 2 34    31 31 
0 2 2 35    32 31 
0 2 2 36    29 31 
0 2 2 37    30 31 
0 2 2 38    27 31 
0 2 2 39    28 31 
0 2 2 40    25 31 
0 2 2 41    26 31 
0 2 2 42    35 30 
0 2 2 43    35 29 
0 2 2 44    27 28 
0 2 2 45    28 28 
0 2 2 46    27 29 
0 2 2 47    26 29 
0 2 2 48    29 29 
0 2 2 49    28 29 
0 2 2 50    31 29 
0 2 2 51    30 29 
0 2 2 52    34 30 
0 2 2 53    32 29 
0 2 2 54    26 30 
0 2 2 55    34 29 
0 2 2 56    28 30 
0 2 2 57    27 30 
0 2 2 58    30 30 
0 2 2 59    29 30 
0 2 2 60    32 30 
0 2 2 61    31 30 
0 2 2 62    33 30 
0 2 2 63    33 29 
0 2 3 00    51 30 
0 2 3 01    51 29 
0 2 3 02    52 30 
0 2 3 03    52 29 
0 2 3 04    53 30 
0 2 3 05    53 29 
0 2 3 06    54 30 
0 2 3 07    54 29 
0 2 3 08    50 30 
0 2 3 09    50 29 
0 2 3 10    54 31 
0 2 3 11    51 28 
0 2 3 12    53 31 
0 2 3 13    50 28 
0 2 3 14    52 31 
0 2 3 15    51 31 
0 2 3 16    50 31 
0 2 3 17    49 31 
0 2 3 18    49 30 
0 2 3 19    49 29 
0 2 3 20    54 32 
0 2 3 21    49 28 
0 2 3 22    53 32 
0 2 3 23    52 32 
0 2 3 24    51 32 
0 2 3 25    50 32 
0 2 3 26    49 32 
0 2 3 27    48 32 
0 2 3 28    48 31 
0 2 3 29    48 29 
0 2 3 30    48 30 
0 2 3 31    48 28 
0 2 3 32    47 30 
0 2 3 33    47 28 
0 2 3 34    47 31 
0 2 3 35    47 29 
0 2 3 36    46 32 
0 2 3 37    47 32 
0 2 3 38    44 32 
0 2 3 39    45 32 
0 2 3 40    42 32 
0 2 3 41    43 32 
0 2 3 42    41 32 
0 2 3 43    46 28 
0 2 3 44    46 30 
0 2 3 45    46 29 
0 2 3 46    45 31 
0 2 3 47    46 31 
0 2 3 48    43 31 
0 2 3 49    44 31 
0 2 3 50    42 31 
0 2 3 51    45 28 
0 2 3 52    41 31 
0 2 3 53    44 28 
0 2 3 54    45 30 
0 2 3 55    45 29 
0 2 3 56    41 30 
0 2 3 57    41 29 
0 2 3 58    42 30 
0 2 3 59    42 29 
0 2 3 60    43 30 
0 2 3 61    43 29 
0 2 3 62    44 30 
0 2 3 63    44 29 
0 2 4 00    62 30 
0 2 4 01    62 29 
0 2 4 02    63 30 
0 2 4 03    64 30 
0 2 4 04    65 30 
0 2 4 05    66 30 
0 2 4 06    67 30 
0 2 4 07    68 30 
0 2 4 08    69 30 
0 2 4 09    61 29 
0 2 4 10    61 30 
0 2 4 11    63 29 
0 2 4 12    64 29 
0 2 4 13    65 29 
0 2 4 14    66 29 
0 2 4 15    67 29 
0 2 4 16    68 29 
0 2 4 17    69 29 
0 2 4 18    60 30 
0 2 4 19    60 29 
0 2 4 20    70 31 
0 2 4 21    69 31 
0 2 4 22    68 31 
0 2 4 23    67 31 
0 2 4 24    66 31 
0 2 4 25    65 31 
0 2 4 26    64 31 
0 2 4 27    63 31 
0 2 4 28    60 31 
0 2 4 29    59 29 
0 2 4 30    59 30 
0 2 4 31    59 31 
0 2 4 32    61 31 
0 2 4 33    62 31 
0 2 4 34    70 32 
0 2 4 35    69 32 
0 2 4 36    68 32 
0 2 4 37    67 32 
0 2 4 38    58 31 
0 2 4 39    58 32 
0 2 4 40    58 30 
0 2 4 41    58 29 
0 2 4 42    59 32 
0 2 4 43    60 32 
0 2 4 44    61 32 
0 2 4 45    62 32 
0 2 4 46    63 32 
0 2 4 47    64 32 
0 2 4 48    65 32 
0 2 4 49    66 32 
0 2 4 50    57 32 
0 2 4 51    57 30 
0 2 4 52    57 31 
0 2 4 53    57 29 
0 2 4 54    56 32 
0 2 4 55    57 28 
0 2 4 56    56 31 
0 2 4 57    56 28 
0 2 4 58    56 30 
0 2 4 59    56 29 
0 2 4 60    55 32 
0 2 4 61    55 31 
0 2 4 62    55 30 
0 2 4 63    55 29 
0 3 0 00    28 43 
0 3 0 01    27 43 
0 3 0 02    27 42 
0 3 0 03    27 41 
0 3 0 04    21 40 
0 3 0 05    22 40 
0 3 0 06    28 42 
0 3 0 07    23 40 
0 3 0 08    24 40 
0 3 0 09    25 40 
0 3 0 10    26 40 
0 3 0 11    21 39 
0 3 0 12    22 39 
0 3 0 13    23 39 
0 3 0 14    27 40 
0 3 0 15    29 42 
0 3 0 16    24 39 
0 3 0 18    25 39 
0 3 0 19    29 41 
0 3 0 20    28 41 
0 3 0 21    26 39 
0 3 0 22    27 39 
0 3 0 23    30 41 
0 3 0 24    28 40 
0 3 0 25    29 40 
0 3 0 26    22 38 
0 3 0 27    23 38 
0 3 0 28    24 38 
0 3 0 29    25 38 
0 3 0 30    22 37 
0 3 0 31    30 40 
0 3 0 32    23 37 
0 3 0 33    29 39 
0 3 0 34    24 37 
0 3 0 35    26 38 
0 3 0 36    28 39 
0 3 0 37    27 38 
0 3 0 38    23 36 
0 3 0 39    24 36 
0 3 0 40    25 37 
0 3 0 41    23 35 
0 3 0 42    24 35 
0 3 0 43    25 36 
0 3 0 44    25 35 
0 3 0 45    29 38 
0 3 0 46    28 38 
0 3 0 47    24 34 
0 3 0 48    24 33 
0 3 0 49    26 37 
0 3 0 50    27 37 
0 3 0 51    25 34 
0 3 0 52    25 33 
0 3 0 53    26 36 
0 3 0 54    26 35 
0 3 0 55    26 34 
0 3 0 56    26 33 
0 3 0 57    29 37 
0 3 0 58    28 37 
0 3 0 59    27 36 
0 3 0 60    27 35 
0 3 0 61    27 34 
0 3 0 62    27 33 
0 3 0 63    28 36 
0 3 1 00    31 43 
0 3 1 01    32 43 
0 3 1 02    30 47 
0 3 1 03    31 44 
0 3 1 04    29 47 
0 3 1 05    31 45 
0 3 1 06    31 42 
0 3 1 07    32 42 
0 3 1 08    28 47 
0 3 1 09    31 46 
0 3 1 10    27 47 
0 3 1 11    31 47 
0 3 1 12    30 46 
0 3 1 13    32 44 
0 3 1 14    30 45 
0 3 1 15    32 45 
0 3 1 16    31 41 
0 3 1 17    32 41 
0 3 1 18    30 44 
0 3 1 19    32 46 
0 3 1 20    30 43 
0 3 1 21    32 47 
0 3 1 22    29 46 
0 3 1 23    30 42 
0 3 1 24    27 46 
0 3 1 25    28 46 
0 3 1 26    31 40 
0 3 1 27    32 40 
0 3 1 28    28 45 
0 3 1 29    29 45 
0 3 1 30    29 44 
0 3 1 31    27 45 
0 3 1 32    27 44 
0 3 1 33    28 44 
0 3 1 34    29 43 
0 3 1 35    30 39 
0 3 1 36    31 39 
0 3 1 37    32 39 
0 3 1 39    30 38 
0 3 1 40    29 36 
0 3 1 41    28 35 
0 3 1 42    29 35 
0 3 1 43    28 34 
0 3 1 44    29 34 
0 3 1 45    28 33 
0 3 1 46    31 38 
0 3 1 47    32 38 
0 3 1 48    29 33 
0 3 1 49    30 37 
0 3 1 50    30 36 
0 3 1 51    30 35 
0 3 1 52    30 34 
0 3 1 53    30 33 
0 3 1 54    31 33 
0 3 1 55    32 33 
0 3 1 56    31 37 
0 3 1 57    32 37 
0 3 1 58    31 34 
0 3 1 59    32 34 
0 3 1 60    31 35 
0 3 1 61    32 35 
0 3 1 62    31 36 
0 3 1 63    32 36 
0 3 2 00    34 43 
0 3 2 01    35 43 
0 3 2 02    34 44 
0 3 2 03    35 44 
0 3 2 04    34 45 
0 3 2 05    35 45 
0 3 2 06    34 46 
0 3 2 07    35 46 
0 3 2 08    34 47 
0 3 2 09    35 47 
